譯文ID	作業ID	原文ID	原文對話序號	語言別	內容
4609	129	3	68	en-US	I spent ten months to have my daughter. How can I endure that I cannot see her in the future? Furthermore, my husband is a Canadian and he doesn’t have a full-time job. Also, he may leave Taiwan to Canada. As a result, I may not see my daughter in the future. So I hope I can fight for the custody of my daughter. 
4610	129	3	69	en-US	How can you afford the expense for your daughter in your financial status?
4611	129	3	70	en-US	Now, we are still under the procedure of divorce case. I want to have the right to live in my husband’s house after the divorce. According to the environment, my husband’s house is suitable for my daughter to grow. As to my financial status, I have provided an asset list to the court. Besides, I have a regular full-time job. I earn about forty thousand NT dollars a month. I think I have the ability to take care of my daughter.
4612	129	3	71	en-US	How’s your divorce case? When is the result be made about time?
4613	129	3	72	en-US	I am not sure. This Friday we will have a court again. I will inform the judge in that court to make the decision earlier.
4614	129	3	73	en-US	Ok, the court will have social workers to visit both of you, you and your husband. And make the evaluation to the situation that you and your husband’s accompanying your daughter. We will see the evaluation to decide the best choice for your daughter. So before the evaluation, I want to ask both of you that can you share the custody of your daughter? What is share custody is that your daughter will live with your husband for a period of time and later she will leave with you.
4615	129	3	74	zh-TW	基本上我不太贊同這個決議，因為我的女兒太小了，她才八個月大。我不想要她在我和我老婆之間換來換去。以我女兒現在的年紀來講，如果她一下子跟她媽媽住、一下子跟她爸爸住，這會讓她搞混。
4616	129	3	75	en-US	To that point, I agree with my husband. Our daughter is too young, so it’s not proper and should not use that method.
4617	129	3	76	en-US	Ok, now we arrange the schedule of social worker first. After they make a report, we will arrange the court day to give you the opportunity to state yourself, is that ok?
4618	129	3	77	zh-TW	OK 沒問題。
4619	129	3	78	en-US	I am ok, too.
4620	137	3	1	en-US	null
4621	137	3	8	en-US	I am here today for child rearing (case), Case Number 2345 as an interpreter. I promise to faithfully and honestly translate/interpret what is stated in this court. In the case of deliberately making false interpretation, the violation of perjury will apply.
4622	137	3	9	en-US	Please verify your name
4623	137	3	10	zh-TW	斐瑞強森
4624	137	3	11	en-US	Your passort number
4625	137	3	12	zh-TW	null
4626	137	3	13	en-US	Your ARC number
4627	137	3	14	zh-TW	null
4628	137	3	15	en-US	Your mailing address
4629	137	3	16	zh-TW	台北市士林區德興東路482號四樓之三
4630	137	3	17	en-US	 In the following, I will tell you your rights
4631	137	3	18	en-US	You have the right to remain silent and do not have to make any statement against your will.
4632	137	3	19	en-US	You have the right to a lawyer.
4633	137	3	20	en-US	You have the right to ask the court to investigate any evidence which may help you with your case.
4634	137	3	21	en-US	Do you fully understand your rights?
4635	137	3	22	zh-TW	是的，我了解
4636	137	3	23	en-US	Your name,
4637	137	3	24	en-US	Tsai-Hung Shin
4638	137	3	25	en-US	ID number
4639	137	3	26	en-US	null
4640	137	3	27	en-US	your mailing address
4641	137	3	28	en-US	5th floor, No.414, Xong-Chen East Road, Shih-lin               District, Taipei City
4642	137	3	29	en-US	  Today we are here for the procedure of child rearing rights for Ms. Tsai-Hung Shin and Mr. Ferry Johnson. Do both have the lawyer?
4643	137	3	30	en-US	Yes, I did
4644	137	3	31	zh-TW	我也有請律師
4645	137	3	32	en-US	Today, I want to understand the viewpoints of child rearing for both sides. The court will also figure out why both sides want the right to raise child. Please make more statements at this point, OK? In addition to this case, the court also knew that you were undergoing the divorce case. Both sides should avoid verbal attack on the court. Do you fully understand?
4646	137	3	33	zh-TW	是的，我了解
4647	137	3	34	en-US	I understand.
4648	137	3	35	en-US	Explain why you urged to get child rearing right. So far you don’t have the full time job in Taiwan. Basically, you are the foreigner. In this case, why did you think you have the better right to get this?
4649	137	3	36	zh-TW	我希望能把所有的撫養權判給我，因為有兩個原因，首先，我太太沒有和我們住在一起，我希望能看到我女兒在這邊長大。此外，我聽到消息說我老婆和別的男人住在一起，如果情況真的如此，那我懷疑我女兒能否得到最完善的照顧，因此，我希望能得到所有的撫養權。
4650	137	3	37	en-US	In other words, your wife lived with another man when you had the divorce case. Besides, you also have the doubt she lives with another man. Under this circumstance, you are not willing to give the sole custody to her.
4651	137	3	38	zh-TW	是的，這些就是我主要的考量
4652	137	3	39	en-US	Concerning about the financial status, if you get the custody, what will you do?
4653	137	3	40	zh-TW	的確，我現在沒有拿到一個全職工作，但是我有幾份兼職的工作，可以讓我保持一個穩定的收入，我相信這個金錢來源，足夠讓我養活我們
4654	137	3	41	en-US	You just mention you have several part-time jobs. Because those are part-time jobs, can you tell the amount conservatively?
4655	137	3	42	zh-TW	我大概有四到五份兼職工作，全部總計每個月大概可以有五萬的收入，如果有接到新的企劃，說不定能賺更多。
4656	137	3	43	en-US	So, another question would be that if you get the sole custody with your daughter, would you bring her to Canada and stay in Canada forever and would not come back to Taiwan? The reason why I ask this question is that even though you get the custody, your wife still has the visitation right to see your daughter. If you bring your daughter to Canada, it will become that you isolate your daughter from your wife. At this point, what is your opinion?
4657	137	3	44	zh-TW	我已在台灣待了四五年，我有居留證也喜歡這個地方，目前為止，我沒有任何計畫打算離開台灣。我認為我女兒有權可以看到我們雙方，我想強調的是即便我和我老婆在打離婚官司，但沒有打算切斷她們母女之間的關係。在整個離婚訴訟中，我也常寄女兒的圖片給我妻子看，我甚至還計畫讓她和女兒一起出遊，讓他多看看我們的女兒
4658	137	3	45	en-US	What you mean is that you have no intention to come back to Canada, Right?
4659	137	3	46	zh-TW	有可能回加拿大也可能是因為我母親又老又病，所以我必須得回去，就算我回去，也不會待太久，我不會考慮帶我女兒回去的可能。
4660	137	3	47	en-US	I will ask questions for the other side. You did not live with your husband, right?
4661	137	3	48	en-US	We are separated for at least six months.
4662	137	3	49	en-US	When did you file the divorce case?
4663	137	3	50	en-US	About two months ago.
4664	137	3	51	en-US	 That is to say is that before you file the case, you did not live together, right?
4665	137	3	52	en-US	Yes
4666	137	3	53	en-US	So, let me ask you about your living status. I mean whom do you live with?
4667	137	3	54	en-US	I live with my son who is born in my first marriage.
4668	137	3	55	en-US	First marriage? What is the marriage with the defendant?
4669	137	3	56	en-US	He is my second husband.
4670	137	3	57	en-US	So, you are fighting for the child rearing right. Who is the child you fight with your husband?
4671	137	3	58	en-US	Yes
4672	137	3	59	en-US	How old is your son? How old is your daughter.
4673	137	3	60	en-US	My son is seven years old. My daughter is eight months.
4674	137	3	61	en-US	When you leave out home, did your daughter come with you?
4675	137	3	62	en-US	When I left out home, I bring my daughter with me because she was just two months old at that time.
4676	137	3	63	en-US	Who live with your daughter?
4677	137	3	64	en-US	My daughter lives with my husband.
4678	137	3	65	en-US	Is there any agreement between you and him? Originally, your daughter lives with you. Why did your daughter live with him now?
4679	137	3	66	en-US	The place I live so far is small. Originally, our house was much bigger.Concerning for the environment, I think my husband’s house is better. I get my daughter to him.
